epoch,lr,train_loss,val_loss,test_loss,step
0,0.009999999776482582,6.477379322052002,0.14812597632408142,0.3043585419654846,29409
1,0.009999999776482582,0.09067799150943756,0.0432625487446785,,58819
2,0.009999999776482582,0.025024492293596268,0.01021072268486023,,88229
3,0.009999999776482582,0.01642787456512451,0.007576221600174904,,117639
4,0.009999999776482582,0.009579790756106377,0.005785216577351093,,147049
5,0.009999999776482582,0.007344228681176901,0.0048936503008008,,176459
6,0.009999999776482582,0.0061731403693556786,0.00373509107157588,,205869
7,0.009999999776482582,0.005363350734114647,0.0039991335943341255,,235279
8,0.009999999776482582,0.004752620123326778,0.0037765621673315763,,264689
9,0.009999999776482582,0.00429100077599287,0.0048754774034023285,,294099
10,0.009999999776482582,0.003968032076954842,0.0028240028768777847,0.036304011940956116,323509
11,0.009999999776482582,0.0038565490394830704,0.0027105812914669514,,352919
12,0.009999999776482582,0.0034990457352250814,0.002724654506891966,,382329
13,0.009999999776482582,0.0034675963688641787,0.0027331539895385504,,411739
14,0.009999999776482582,0.0034644154366105795,0.002254762453958392,,441149
15,0.009999999776482582,0.003191978670656681,0.003258144948631525,,470559
16,0.009999999776482582,0.0031162239611148834,0.004339985549449921,,499969
17,0.009999999776482582,0.003446616232395172,0.0021129772067070007,,529379
18,0.009999999776482582,0.002663282211869955,0.0025750137865543365,,558789
19,0.009999999776482582,0.0027225399389863014,0.002221842296421528,,588199
20,0.009999999776482582,0.00279741152189672,0.0019338305573910475,0.030588578432798386,617609
21,0.009999999776482582,0.0027167433872818947,0.0019098338671028614,,647019
22,0.009999999776482582,0.0023992895148694515,0.001890318701043725,,676429
23,0.009999999776482582,0.002719664480537176,0.0022935348097234964,,705839
24,0.009999999776482582,0.0023268205113708973,0.0027478705160319805,,735249
25,0.009999999776482582,0.002643314190208912,0.0017400805372744799,,764659
26,0.009999999776482582,0.0023513303603976965,0.0017581363208591938,,794069
27,0.009999999776482582,0.002252057194709778,0.0017015885096043348,,823479
28,0.009999999776482582,0.0022998820059001446,0.0020277039147913456,,852889
29,0.009999999776482582,0.0021752333268523216,0.0015291981399059296,,882299
30,0.009999999776482582,0.0023027868010103703,0.0022686009760946035,0.03301446884870529,911709
31,0.009999999776482582,0.0020204605534672737,0.003106050193309784,,941119
32,0.009999999776482582,0.0020677009597420692,0.0018744005355983973,,970529
33,0.009999999776482582,0.002257771324366331,0.0016282745636999607,,999939
34,0.009999999776482582,0.0023834805469959974,0.0014900958631187677,,1029349
35,0.009999999776482582,0.00218310859054327,0.0018791561014950275,,1058759
36,0.009999999776482582,0.002290037926286459,0.001616556430235505,,1088169
37,0.009999999776482582,0.0021011680364608765,0.0015525829512625933,,1117579
38,0.009999999776482582,0.0021468563936650753,0.001443008310161531,,1146989
39,0.009999999776482582,0.001999350730329752,0.0015140718314796686,,1176399
40,0.009999999776482582,0.0023614857345819473,0.001609323313459754,0.028088688850402832,1205809
41,0.009999999776482582,0.002045290544629097,0.0013598082587122917,,1235219
42,0.009999999776482582,0.001927454024553299,0.0013736016117036343,,1264629
43,0.009999999776482582,0.001968354918062687,0.0017032332252711058,,1294039
44,0.009999999776482582,0.0020074835047125816,0.00155140389688313,,1323449
45,0.009999999776482582,0.0020378082990646362,0.0015691282460466027,,1352859
46,0.009999999776482582,0.002186800353229046,0.0012589388061314821,,1382269
47,0.009999999776482582,0.0017855818150565028,0.001801619422622025,,1411679
48,0.009999999776482582,0.0050142910331487656,0.007112027145922184,,1441089
49,0.009999999776482582,0.0021951186936348677,0.0013719338458031416,,1470499
50,0.009999999776482582,0.002020389772951603,0.001470412709750235,0.02629522979259491,1499909
51,0.009999999776482582,0.0021076961420476437,0.0017258640145882964,,1529319
52,0.009999999776482582,0.0018410116899758577,0.0013782745227217674,,1558729
53,0.004999999888241291,0.001022896496579051,0.0011263372143730521,,1588139
54,0.004999999888241291,0.0009958662558346987,0.0010790785308927298,,1617549
55,0.004999999888241291,0.0009807934984564781,0.001077981200069189,,1646959
56,0.004999999888241291,0.0009685783879831433,0.0011694857385009527,,1676369
57,0.004999999888241291,0.0009626233950257301,0.0010501001961529255,,1705779
58,0.004999999888241291,0.0009867878397926688,0.0012743714032694697,,1735189
59,0.004999999888241291,0.0009402987780049443,0.0012023269664496183,,1764599
60,0.004999999888241291,0.0009282166138291359,0.001164726447314024,0.023679092526435852,1794009
